Unnamed: 0,void_init_kernel<double>(double*__double_const*__double_const*__double_const*__unsigned_long__bool)_,void_read_kernel<double>(double*__double_const*__double_const*__double_const*__unsigned_long__bool)_,void_scale_kernel<double>(double*__double_const*__double_const*__double_const*__unsigned_long__bool)_,void_stencil1d3pt_kernel<double>(double*__double_const*__double_const*__double_const*__unsigned_long__bool)_,void_stencil1d5pt_kernel<double>(double*__double_const*__double_const*__double_const*__unsigned_long__bool)_,void_triad_kernel<double>(double*__double_const*__double_const*__double_const*__unsigned_long__bool)_
TCP_TCC_READ_REQ_LATENCY_sum,"0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0","6404100445.105263,8122086725.789474,6935149562.894737,6651827153.631579,6529746312.473684,6682690356.789474,8548135896.578947,7076446387.842105,7643429234.263158,8185913795.684211,6560462836.157895,6453628451.0,7769043128.315789,6458024487.315789,7784006570.315789,7987775254.0,6402183373.210526,6605458662.631579,8510254788.052631,6582284218.842105,7314662308.894737,6759216511.421053,7524333856.421053,7296695714.578947,6585169037.473684,7029833482.631579,7088840261.105263,6881218677.210526,6603305313.105263,6912232238.105263,6508817766.052631,6696540715.052631","7484939696.838236,16057541628.764706,12142418467.676472,10224150912.764706,8522958886.8529415,10778321915.573528,17686215737.485294,11231162545.382353,13756552815.132353,17476578940.294117,7226257736.176471,7643474112.220589,15204056190.485294,7850480682.764706,17491688092.367645,18507701297.102943,7080931313.191176,9781732325.970589,18089922559.308823,9241976448.102942,13313005750.5,8058659459.617647,16126693847.279411,12867559465.235294,8730464515.264706,12456144388.573528,13452790303.338234,12198267205.941177,6911172047.0,12636783973.411766,6918134055.014706,9411649346.867647","8204609071.421053,11767729766.842106,10827579748.842106,10060389228.368422,8899703730.052631,10153436453.473684,12533493809.789474,10968411943.052631,11912287058.736841,11990754621.052631,8006962313.842105,8288355174.842105,11836161693.578947,8467963781.210526,11929642063.052631,12243144319.526316,8187938864.052631,9783518193.263159,12424564194.421053,9724212103.789474,11435373197.368422,8645170531.263159,11529390283.473684,11406954569.473684,9108067741.421053,10847723300.789474,11013957537.052631,10695624867.842106,9853501988.052631,10707938260.578947,8361104413.263158,9480601482.68421","8136972407.684211,9849543113.526316,8811865922.105263,8922154686.105263,8426414179.894737,8751534887.526316,10268473759.947369,8981942362.210526,9857390075.210526,9954233991.368422,7952144826.473684,8249091984.789474,9807776385.631578,8280295123.263158,9548880603.789474,9733203029.210526,8103840159.473684,8669164303.210526,9902017167.68421,8631252553.31579,9612380200.947369,8354828828.157895,9393256088.473684,9564018602.368422,8613063288.31579,9203098631.31579,9148998478.894737,8992695799.368422,9817365408.526316,8977256889.052631,8321183333.263158,8645648854.842106","15553512655.789474,31569815467.473682,30566011581.57895,26186765034.736843,19713894639.157894,26551724013.05263,37568548022.052635,29806026754.263157,30378927813.63158,33588633632.736843,14479149522.947369,16494410443.31579,31653155868.31579,17565412518.210526,37911644148.1579,38016818573.73684,14703212955.947369,24367923449.63158,36548909602.210526,21846212491.57895,29046864461.68421,18436727024.36842,33964123202.31579,28918251052.736843,20812093182.0,27873365673.526318,32255358525.473682,31186176102.736843,14149988918.947369,31244410918.57895,13656355404.789474,25216721438.789474"
TCP_TCC_WRITE_REQ_LATENCY_sum,"3512029124.2608695,4494935580.869565,3753921109.0,3650115452.5652175,3533576759.652174,3640862272.9565215,5113661251.347826,4026424323.826087,4292991156.3913045,4695857210.652174,3535404678.304348,3530458565.173913,4311263180.73913,3536603015.826087,4676152966.826087,4674559507.608696,3485877133.0,3597078621.826087,5124595740.782609,3545316367.347826,4075538974.521739,3532749301.130435,4140625585.3913045,4182746339.869565,3556440917.0,3915777484.869565,3922171651.5652175,3808581571.7391305,3482977099.7391305,3823224715.869565,3509914984.695652,3617016898.2173915","0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0","3239659407.6617646,3874404523.455882,3363456981.3088236,3335244011.6911764,3271018304.044118,3334800801.3235292,4581289839.073529,3526068965.5588236,3614862344.794118,4388506069.941176,3461693192.5735292,3290378429.5,3658766398.6911764,3258710471.705882,3609487179.3235292,3669761764.5,3209537023.4264708,3318363953.8970585,4092160861.029412,3286924105.8529415,3510592452.6911764,3408575493.8235292,3558005289.720588,3541254828.6617646,3301194605.7352943,3509337939.1764708,3456409485.5588236,3390227039.0735292,3162474069.25,3393350937.4264708,3215583263.1911764,3408277983.0","3233986588.5263157,4393791928.631579,3533365478.0,3312723593.3157897,3254205574.6842103,3359813856.736842,4814455323.368421,3487974319.1578946,4109523979.736842,4375112806.736842,3415083272.6842103,3269945172.4736843,4258403805.5263157,3242901204.5263157,4251832042.3157897,4422413968.210526,3208921968.368421,3299597151.4210525,4506687964.631579,3275598249.263158,3884446655.3157897,3344607296.1578946,4092462161.0,3913062789.105263,3268812344.631579,3728388978.5789475,3831245789.105263,3569525025.105263,3168771853.4736843,3634709043.368421,3231129574.368421,3335622696.9473686","3210906664.894737,3614895228.0526314,3459650355.736842,3396210782.0,3239726346.4210525,3335363355.105263,3813712272.8421054,3401263250.894737,4313019862.105263,3678595563.8421054,3346482105.7894735,3229315736.1578946,3691917191.6842103,3213849940.2105265,3714609934.736842,3878055409.0526314,3200462901.263158,3390202663.736842,3662572715.105263,3330335867.9473686,3676798773.368421,3255024579.631579,3579910043.4210525,3668602777.5789475,3263098754.894737,3763141824.5263157,3568162660.105263,3425129183.0526314,3166418242.4210525,3472578088.368421,3224013882.631579,3416574846.5789475","3219037621.7894735,5803804312.105263,4427761425.421053,3370362922.4210525,3256522864.8421054,3662508234.9473686,7095211226.473684,4808575041.526316,5896605365.105263,6390465458.526316,3291559810.5789475,3247444364.4210525,5755173476.105263,3236186060.0526314,6766229646.315789,5956584502.578947,3195943396.4210525,3354367741.894737,6331830254.526316,3302509840.0,5631587968.631579,3263390528.6842103,6359782820.263158,5459851615.842105,3285670006.368421,4920479649.473684,5860606438.315789,4695760880.842105,3160416200.736842,5110831306.473684,3204934459.5263157,3358215754.5789475"
TCP_TCC_READ_REQ_sum,"0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0","16777217.0,16777217.0,16777217.0,16777217.0,16777217.0,16777217.0,16777217.0,16777217.0,16777217.0,16777217.0,16777217.0,16777217.0,16777217.0,16777217.0,16777217.0,16777217.0,16777217.0,16777217.0,16777217.0,16777217.0,16777217.0,16777217.0,16777217.0,16777217.0,16777217.0,16777217.0,16777217.0,16777217.0,16777217.0,16777217.0,16777217.0,16777217.0","16777217.0,16777217.0,16777217.0,16777217.0,16777217.0,16777217.0,16777217.0,16777217.0,16777217.0,16777217.0,16777217.0,16777217.0,16777217.0,16777217.0,16777217.0,16777217.0,16777217.0,16777217.0,16777217.0,16777217.0,16777217.0,16777217.0,16777217.0,16777217.0,16777217.0,16777217.0,16777217.0,16777217.0,16777217.0,16777217.0,16777217.0,16777217.0","18454937.0,17066479.0,17270663.0,17376403.0,17709283.0,17336457.0,17039361.42105263,17301505.0,17126741.0,17047817.210526317,18874369.0,18175317.0,17087905.10526316,17975589.0,17099855.0,17076809.0,19573419.0,17422493.0,17056837.10526316,17539817.0,17141939.0,17825793.0,17112761.0,17158517.0,17616077.0,17196647.0,17176673.0,17243249.0,25165825.0,17218721.0,20971521.0,17476267.0","18454937.0,17066479.0,17270663.0,17376403.0,17709283.0,17336457.0,17039367.789473683,17301503.0,17126741.0,17047828.210526317,18874367.0,18175317.0,17087905.0,17975589.0,17099855.0,17076809.0,19573419.0,17422493.0,17056837.157894738,17539817.0,17141939.0,17825791.0,17112761.0,17158517.0,17616077.0,17196647.0,17176673.0,17243249.0,25165823.0,17218721.0,20971519.0,17476267.0","33554434.0,33554434.0,33554434.0,33554434.0,33554434.0,33554434.0,33554434.0,33554434.0,33554434.0,33554434.0,33554434.0,33554434.0,33554434.0,33554434.0,33554434.0,33554434.0,33554434.0,33554434.0,33554434.0,33554434.0,33554434.0,33554434.0,33554434.0,33554434.0,33554434.0,33554434.0,33554434.0,33554434.0,33554434.0,33554434.0,33554434.0,33554434.0"
TA_DATA_STALLED_BY_TC_CYCLES_sum,"15177724.782608695,12428203.56521739,12537182.43478261,12226674.47826087,12515427.173913043,12468738.43478261,14520937.217391305,12242509.304347826,12789852.260869564,12780750.43478261,17278985.04347826,14136729.260869564,12372473.826086957,13300488.56521739,13059194.695652174,12909594.086956521,20428486.739130434,11938338.260869564,13598412.608695652,12020018.43478261,12308204.086956521,12684730.652173912,12349189.43478261,12954977.608695652,12134368.086956521,12906699.913043479,12365302.391304348,12883995.913043479,45981415.95652174,12552051.43478261,26920860.913043477,11861563.913043479","0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0","20166073.01470588,23235259.42647059,15094398.455882352,15123535.220588235,16786442.07352941,15205305.485294119,53679425.01470588,14165168.676470589,13615628.75,23797110.86764706,22609206.470588237,18546225.294117644,14033217.514705881,17742773.13235294,14561643.779411765,14508416.676470589,25588053.25,15496644.05882353,21787261.01470588,16086740.794117648,13892313.529411765,16363101.30882353,14772512.13235294,13585406.75,16046757.220588235,14472893.426470589,14847561.544117648,14758759.470588235,50619819.47058824,15108568.63235294,28902172.279411763,15650895.088235294","32803872.52631579,36558130.15789474,32604485.789473683,28562393.42105263,30879608.57894737,33342405.52631579,43495287.7368421,32608320.94736842,22641244.315789472,37804239.2631579,28736045.684210528,28326310.57894737,25952965.315789472,31537430.47368421,22388670.315789472,25315566.47368421,36161207.0,30373443.315789472,35989914.15789474,30563655.10526316,22952866.157894738,28144097.0,23009026.42105263,24592546.57894737,28444253.210526317,28692831.842105262,24548494.157894738,31040861.684210528,52365253.7368421,28659497.63157895,29412179.47368421,28661963.684210528","18923096.210526317,34695358.473684214,28846756.157894738,17637213.789473683,19215528.0,33112749.57894737,37916067.7368421,37114820.526315786,30137839.157894738,37777350.631578945,20859686.157894738,16915547.736842107,30980609.57894737,14982699.736842105,29231351.263157893,28902181.789473683,25639870.36842105,18613136.684210528,33482582.94736842,20027650.47368421,29552545.89473684,14185296.421052631,29957296.10526316,31356169.47368421,18080634.94736842,30909388.210526317,30612895.0,29054457.94736842,51748210.05263158,30796103.36842105,29187810.94736842,19762409.157894738","21602588.52631579,109371741.26315789,28522655.52631579,19557116.842105262,21265484.36842105,23674639.57894737,96905853.5263158,23189646.736842107,50606816.94736842,98452755.31578948,22640103.10526316,19550017.789473683,111453933.10526316,20191068.10526316,93938969.05263157,110848892.26315789,27207100.0,20621718.157894738,103235053.0,20548961.315789472,26349498.94736842,18435824.315789472,74498692.94736843,31591895.42105263,19954936.157894738,33987642.631578945,24109784.10526316,28439001.315789472,52817740.473684214,26002648.89473684,29968593.315789472,20457170.789473683"
SPI_RA_LDS_CU_FULL_CSN,"18825852.95652174,1194571.1739130435,1497341.8695652173,3127099.0434782607,7846842.391304348,1973766.4782608696,1389476.8695652173,2374376.0434782607,1575154.652173913,1174229.5652173914,27230059.52173913,16480996.217391305,1225087.1304347827,12267081.869565217,1550654.5217391304,1434988.608695652,34510244.60869565,2958210.1304347827,1472349.043478261,4798077.869565218,1310928.3043478262,11336105.086956521,1263078.0869565217,1625062.7826086956,7254781.434782608,1590351.1739130435,1307605.6956521738,1728429.956521739,100401732.08695652,1374233.5217391304,57569827.82608695,5054644.9130434785","36540325.421052635,1767522.0526315789,5422912.578947368,8363852.947368421,16705852.315789474,6628485.684210527,2258981.3157894737,7666348.52631579,3123455.736842105,1923562.105263158,47113082.05263158,30561190.263157893,2313609.263157895,23348238.52631579,2561141.6842105263,2634563.4736842103,65859343.7368421,8761025.789473685,2110812.5789473685,11664394.421052631,2763195.0,23700303.0,2482364.5263157897,3344007.0,15430893.157894736,3702961.8421052634,2773123.4210526315,4624544.736842105,191848850.7368421,3555267.6842105263,97733515.73684211,11911354.842105264","53216716.13235294,13950592.735294119,18844822.088235296,21709917.352941178,31870844.23529412,20314418.544117644,12059148.529411765,20718084.44117647,16795107.19117647,13501622.36764706,58476135.73529412,44814246.61764706,16299766.69117647,40487903.89705882,16251811.75,15896060.5,79641263.57352942,21806338.588235296,13984618.735294119,26020633.80882353,16886547.529411763,37882141.308823526,15234824.205882352,16584150.926470589,29590931.602941178,16217203.161764706,15401028.61764706,17975723.5,219291447.67647058,16468618.529411765,108088761.51470588,23820910.07352941","58939256.315789476,18057480.842105262,20731606.842105262,24221221.47368421,35167931.05263158,22060179.05263158,13600404.842105264,23431272.736842107,19457506.10526316,16941043.05263158,61679386.21052632,49953872.368421055,18785045.736842107,45133298.526315786,17494199.47368421,17101385.10526316,87991087.57894737,24748558.842105262,16998713.157894738,29711225.684210528,19304923.10526316,40467666.473684214,17493735.89473684,19459931.52631579,32436439.05263158,18389101.315789472,18103664.263157893,19339320.210526317,275611820.3684211,18815026.684210528,119834188.0,26174107.315789472","69591278.4736842,21889966.10526316,29898618.36842105,32595338.789473683,42082508.684210524,32589292.52631579,13739032.789473685,31277813.736842107,26976824.05263158,19829037.36842105,68451513.05263157,58397336.473684214,25344032.63157895,54514319.684210524,25526649.94736842,23547408.210526317,99299967.94736843,34263922.684210524,20778892.736842107,36856293.526315786,27287837.684210528,48012899.578947365,26050928.315789472,27539829.63157895,38778247.84210526,27506413.63157895,27802099.63157895,28875525.47368421,294494793.4736842,29195964.57894737,132037140.94736843,33045722.36842105","66699399.05263158,30327953.210526317,32098994.736842107,35955600.15789474,39997867.473684214,31638007.10526316,20644541.789473683,35368289.631578945,33431940.315789472,29696523.05263158,67862348.4736842,57463888.578947365,34173108.578947365,51494163.315789476,32029834.684210528,30860164.36842105,99571192.05263157,34734457.78947368,30197893.57894737,36643797.631578945,33575654.10526316,44828283.526315786,31351583.684210528,33163793.47368421,37130457.578947365,27412254.315789472,30991539.157894738,30463373.789473683,252434562.10526314,30640420.789473683,121370419.31578948,33178725.57894737"
CPC_ME1_DC0_SPI_BUSY,"2676412.8695652173,1153219.9130434783,1192423.7391304348,1250576.9130434783,1673344.347826087,1225179.608695652,1150366.347826087,1225380.7391304348,1154190.5652173914,1150784.0869565217,3231349.0,2288110.5217391304,1155986.652173913,2024471.391304348,1149595.7391304348,1149716.608695652,4172688.8695652173,1310667.2608695652,1143622.652173913,1456105.4782608696,1168108.5652173914,1817850.4347826086,1159088.7826086956,1154874.0,1544435.5652173914,1159825.5652173914,1168102.4782608696,1162639.5652173914,11312966.52173913,1175033.608695652,6048917.173913044,1382481.608695652","4084533.789473684,1231083.8421052631,1539375.2631578948,1734917.2631578948,2512192.263157895,1649304.5263157894,1263059.894736842,1634813.0,1321447.3157894737,1254316.0526315789,5280725.52631579,3487055.1052631577,1288105.0,3077578.263157895,1274628.8421052631,1282067.3157894737,6566078.105263158,1865358.8421052631,1227918.2105263157,2149474.8421052634,1338420.0,2895019.3684210526,1313446.2631578948,1349990.3684210526,2307484.736842105,1368758.2631578948,1331934.1578947369,1426449.7894736843,18900922.684210528,1396335.4210526317,9790121.157894736,2028455.894736842","6146558.588235294,2491339.5588235296,2689974.4117647056,2881776.426470588,3775603.220588235,2793601.4411764704,2481919.132352941,2838858.7352941176,2644283.9117647056,2475335.9117647056,7771991.985294118,5214635.323529411,2547202.2647058824,4539358.455882353,2434043.617647059,2429220.029411765,9546714.294117648,3024603.926470588,2449688.8382352944,3336328.073529412,2630607.7647058824,4033494.5588235296,2451719.75,2674509.3529411764,3477074.8088235296,2605490.25,2520723.9117647056,2598145.470588235,25454511.5,2544062.4117647056,13974345.779411765,3131268.9117647056","6451719.0,2830488.5263157897,2974391.789473684,3147548.789473684,4029136.6315789474,3048873.3157894737,2683986.263157895,3115172.6842105263,2944333.8947368423,2740940.8421052634,8128474.842105263,5477414.263157895,2889076.4210526315,4826070.842105263,2673668.8421052634,2657464.210526316,10015100.105263159,3256479.4736842103,2626793.4736842103,3639775.6842105263,2952042.6315789474,4352225.368421053,2752790.1052631577,2948673.8421052634,3748800.210526316,2921463.0,2767182.210526316,2818331.1052631577,26289861.63157895,2804872.4210526315,14580969.210526315,3290483.0","7148000.947368421,3234407.210526316,3574238.947368421,3791378.8947368423,4653152.368421053,3737795.3684210526,3146866.8421052634,3638599.5263157897,3403038.1578947366,3068250.8947368423,8752323.736842105,6065028.315789473,3368504.5789473685,5438763.105263158,3211185.5789473685,3136219.3157894737,10875401.05263158,3974763.789473684,3046016.5789473685,4286921.7894736845,3449830.947368421,4837429.421052632,3275586.3157894737,3476059.263157895,4308751.47368421,3497101.6842105263,3407038.5263157897,3463581.210526316,28041038.789473683,3488702.3684210526,15393662.421052631,3920821.8947368423","6562939.421052632,4109101.5789473685,3998435.4210526315,4209494.52631579,4546668.2105263155,4154462.947368421,4058694.052631579,4301146.263157895,4242321.368421053,4061932.1578947366,7967943.578947368,5663676.052631579,4198737.47368421,5117696.7894736845,3890155.4210526315,3907715.6842105263,10256681.736842105,4210678.105263158,3930730.263157895,4424228.842105263,4269798.315789473,4726438.842105263,3978803.8421052634,4269273.736842105,4369513.0,4232086.0,3932393.1578947366,3968252.0,26975951.42105263,3937783.0,14518717.52631579,3999531.8947368423"
TCC_EA_WRREQ_DRAM_CREDIT_STALL_sum,"1290035.043478261,4882077.347826087,3554708.8260869565,2264553.086956522,1204917.956521739,2715012.695652174,8015383.521739131,2633877.0,6325971.695652174,5139657.652173913,1221311.043478261,1224014.0,4639290.739130435,1234008.7391304348,6137854.478260869,5751654.782608695,1273438.4347826086,1292187.3043478262,8222672.478260869,1275220.391304348,4030304.434782609,1197800.6956521738,4629496.130434782,5545396.130434782,1173996.7826086956,4615455.217391305,3902094.8695652173,4282123.260869565,1372407.043478261,4139982.434782609,1325291.5217391304,1291609.043478261","0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0","0.0,2757671.2352941176,6661.485294117647,197.55882352941177,0.0,276.1470588235294,1600518.0147058824,9065.75,1391192.1911764706,1331447.3235294118,0.0,0.0,3499591.823529412,0.0,3382306.3970588236,4545397.544117647,0.0,1.1176470588235294,1809923.3088235294,0.0,974176.2794117647,0.0,1816230.6176470588,656691.8088235294,0.0,161117.26470588235,216065.1617647059,32035.823529411766,0.0,58831.16176470588,413.6764705882353,0.0","0.0,36082.0,249.47368421052633,7.894736842105263,0.0,0.0,57692.94736842105,1496.8947368421052,5145.789473684211,64885.10526315789,0.0,0.0,15306.421052631578,0.0,12893.578947368422,20698.473684210527,0.0,0.0,36069.94736842105,0.0,2395.684210526316,0.0,7187.684210526316,2480.315789473684,0.0,1106.0,1261.842105263158,150.47368421052633,0.0,126.84210526315789,0.0,0.0","0.0,84.36842105263158,0.0,0.0,0.0,0.0,12145.631578947368,44.8421052631579,38.31578947368421,49.89473684210526,0.0,0.0,31.63157894736842,0.0,2.526315789473684,2.0,0.0,0.0,49.526315789473685,0.0,1.8421052631578947,0.0,0.0,10.736842105263158,0.0,0.0,0.0,0.0,1037.6315789473683,0.0,0.0,0.0","0.0,0.0,0.0,0.0,0.0,0.0,27.31578947368421,26.894736842105264,68.52631578947368,2.263157894736842,0.0,0.0,1.263157894736842,0.0,25.263157894736842,0.0,0.0,0.0,3.210526315789474,0.0,0.0,0.0,31.94736842105263,0.0,0.0,0.0,1.9473684210526316,0.0,0.0,0.0,0.0,0.0"
wave_size_3,"64.0,64.0,64.0,64.0,64.0,64.0,64.0,64.0,64.0,64.0,64.0,64.0,64.0,64.0,64.0,64.0,64.0,64.0,64.0,64.0,64.0,64.0,64.0,64.0,64.0,64.0,64.0,64.0,64.0,64.0,64.0,64.0","64.0,64.0,64.0,64.0,64.0,64.0,64.0,64.0,64.0,64.0,64.0,64.0,64.0,64.0,64.0,64.0,64.0,64.0,64.0,64.0,64.0,64.0,64.0,64.0,64.0,64.0,64.0,64.0,64.0,64.0,64.0,64.0","64.0,64.0,64.0,64.0,64.0,64.0,64.0,64.0,64.0,64.0,64.0,64.0,64.0,64.0,64.0,64.0,64.0,64.0,64.0,64.0,64.0,64.0,64.0,64.0,64.0,64.0,64.0,64.0,64.0,64.0,64.0,64.0","64.0,64.0,64.0,64.0,64.0,64.0,64.0,64.0,64.0,64.0,64.0,64.0,64.0,64.0,64.0,64.0,64.0,64.0,64.0,64.0,64.0,64.0,64.0,64.0,64.0,64.0,64.0,64.0,64.0,64.0,64.0,64.0","64.0,64.0,64.0,64.0,64.0,64.0,64.0,64.0,64.0,64.0,64.0,64.0,64.0,64.0,64.0,64.0,64.0,64.0,64.0,64.0,64.0,64.0,64.0,64.0,64.0,64.0,64.0,64.0,64.0,64.0,64.0,64.0","64.0,64.0,64.0,64.0,64.0,64.0,64.0,64.0,64.0,64.0,64.0,64.0,64.0,64.0,64.0,64.0,64.0,64.0,64.0,64.0,64.0,64.0,64.0,64.0,64.0,64.0,64.0,64.0,64.0,64.0,64.0,64.0"
SQ_INSTS_VALU_ADD_F64,"0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0","0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0","0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0","0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0","2516582.0,2169468.0,2220514.0,2097152.0,2330169.0,2236962.0,2097152.0,2097152.0,2097152.0,2164802.0,2097152.0,2097152.0,2174824.0,2396745.0,2097152.0,2097152.0,2796203.0,2258471.0,2097152.0,2287802.0,2188333.0,2097152.0,2181038.0,2097152.0,2097152.0,2097152.0,2197016.0,2097152.0,4194304.0,2207528.0,2097152.0,2097152.0","0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0"
SQ_INSTS_VALU_MUL_F64,"0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0","0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0","2516583.0,2169468.0,2220514.0,2097153.0,2330169.0,2236963.0,2097153.0,2097153.0,2097153.0,2164803.0,2097153.0,2097153.0,2174825.0,2396746.0,2097153.0,2097153.0,2796203.0,2258472.0,2097153.0,2287803.0,2188333.0,2097153.0,2181039.0,2097153.0,2097153.0,2097153.0,2197017.0,2097153.0,4194305.0,2207529.0,2097153.0,2097153.0","0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0","2516582.0,2169468.0,2220514.0,2097152.0,2330169.0,2236962.0,2097152.0,2097152.0,2097152.0,2164802.0,2097152.0,2097152.0,2174824.0,2396745.0,2097152.0,2097152.0,2796203.0,2258471.0,2097152.0,2287802.0,2188333.0,2097152.0,2181038.0,2097152.0,2097152.0,2097152.0,2197016.0,2097152.0,4194304.0,2207528.0,2097152.0,2097152.0","0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0"
SQ_INSTS_VALU_FMA_F64,"0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0","0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0","0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0","5033166.0,4338936.0,4441028.0,4194306.0,4660338.0,4473926.0,4194306.0,4194306.0,4194306.0,4329606.0,4194306.0,4194306.0,4349650.0,4793492.0,4194306.0,4194306.0,5592406.0,4516944.0,4194306.0,4575606.0,4376666.0,4194306.0,4362078.0,4194306.0,4194306.0,4194306.0,4394034.0,4194306.0,8388610.0,4415058.0,4194306.0,4194306.0","7549746.0,6508404.0,6661542.0,6291456.0,6990507.0,6710886.0,6291456.0,6291456.0,6291456.0,6494406.0,6291456.0,6291456.0,6524472.0,7190235.0,6291456.0,6291456.0,8388609.0,6775413.0,6291456.0,6863406.0,6564999.0,6291456.0,6543114.0,6291456.0,6291456.0,6291456.0,6591048.0,6291456.0,12582912.0,6622584.0,6291456.0,6291456.0","2516583.0,2169468.0,2220514.0,2097153.0,2330169.0,2236963.0,2097153.0,2097153.0,2097153.0,2164803.0,2097153.0,2097153.0,2174825.0,2396746.0,2097153.0,2097153.0,2796203.0,2258472.0,2097153.0,2287803.0,2188333.0,2097153.0,2181039.0,2097153.0,2097153.0,2097153.0,2197017.0,2097153.0,4194305.0,2207529.0,2097153.0,2097153.0"
