Unnamed: 0,initKernel(HIP_vector_type<float__4u>*__unsigned_long)_,void_sumKernel<24__1024>(HIP_vector_type<float__4u>*__HIP_vector_type<float__4u>_const*__int)_
TA_Flat_Write_Instr_avg,"2257.57,2257.58,2202.67,2257.6,2257.62,2257.62","0.0,0.0,0.0,0.0,0.0,0.0"
TA_Flat_Write_Instr_min,"3.69,3.7,3.71,3.72,3.74,3.75","0.0,0.0,0.0,0.0,0.0,0.0"
TA_Flat_Write_Instr_max,"17603.08,17603.09,17603.1,17603.11,17603.12,17603.13","0.0,0.0,0.0,0.0,0.0,0.0"
TA_Buffer_Instr_avg,"0.0,0.0,0.09,0.0,0.0,0.0","0.0,0.0,0.01,0.0,0.0,0.0"
TA_Buffer_Instr_max,"0.0,0.0,8.0,0.0,0.0,0.0","0.0,0.0,0.32,0.0,0.0,0.0"
TA_Buffer_Read_Instr_avg,"0.0,0.0,0.05,0.05,0.0,0.0","0.0,0.0,0.0,0.0,0.0,0.0"
TA_Buffer_Read_Instr_max,"0.0,0.0,8.0,8.0,0.0,0.0","0.01,0.0,0.0,0.0,0.0,0.0"
TA_Buffer_Write_Instr_avg,"0.0,0.0,0.05,0.05,0.0,0.0","0.0,0.0,0.0,0.0,0.0,0.0"
TA_Buffer_Write_Instr_max,"0.0,0.0,8.0,8.0,0.0,0.0","0.01,0.0,0.0,0.0,0.0,0.0"
TA_Buffer_Total_Cylces_avg,"0.0,0.0,0.0,0.0,0.2,0.37","0.0,0.0,0.0,0.0,0.0,0.0"
TA_Buffer_Total_Cylces_max,"0.0,0.0,0.0,0.0,34.46,64.0","0.01,0.02,0.0,0.0,0.01,0.03"
TD_TD_Busy_avg,"33.59,33.66,33.47,33.57,33.7,33.73","98.61,98.64,98.54,98.61,98.61,98.66"
TD_TD_Busy_min,"3.39,3.56,3.43,3.56,3.64,3.72","89.52,90.02,91.25,89.48,90.17,87.99"
TD_TD_Busy_max,"48.49,48.36,48.55,48.39,48.43,48.72","99.9,99.86,99.86,99.88,99.88,99.9"
TD_TC2TD_Stall_avg,"33.0,33.06,32.8,32.98,33.1,33.14","75.32,75.21,75.29,75.15,75.32,75.5"
TD_TC2TD_Stall_min,"3.27,3.43,3.3,3.43,3.51,3.59","46.36,46.82,46.31,46.34,46.76,44.78"
TD_TC2TD_Stall_max,"47.71,47.58,47.78,47.62,47.64,47.94","90.37,90.46,90.43,89.47,89.49,90.31"
TD_SPI2TD_Stall_max,"0.0,0.0,0.0,0.0,0.0,0.0","0.02,0.02,0.02,0.02,0.02,0.02"
TD_Load_Instr_avg,"0.0,0.0,0.09,0.09,-0.03,-0.05","24.0,24.0,24.0,24.0,24.0,24.0"
TD_Load_Instr_min,"0.0,0.0,0.0,0.0,-4.31,-8.0","24.0,24.0,23.94,24.0,24.0,24.0"
TD_Load_Instr_max,"0.0,0.0,16.0,16.0,0.0,0.0","24.01,24.0,24.0,24.0,24.0,24.0"
TD_Store_Instr_avg,"2257.57,2257.58,2202.67,2257.6,2257.64,2257.67","0.0,0.0,0.0,0.0,0.0,0.0"
TD_Store_Instr_min,"3.69,3.7,3.71,3.72,3.74,3.75","0.0,0.0,0.0,0.0,0.0,0.0"
TD_Store_Instr_max,"17603.08,17603.09,17603.1,17603.11,17603.12,17603.13","0.0,0.0,0.0,0.0,0.0,0.0"
VL1LDCSoL_Buffer_Coalescing,"25.0,25.0,25.0,25.0,25.0,25.0","25.0,25.0,25.0,25.0,25.0,25.0"
VL1LDCSoL_Cache_Util,"40.85,40.85,40.45,40.79,40.86,40.87","98.72,98.75,98.8,98.76,98.72,98.77"
VL1LDCSoL_Cache_BW,"10.4,10.39,10.53,10.44,10.54,10.38","21.42,21.46,21.55,21.48,21.55,21.59"
L1DS_Stalled_on_L2_Data_min,"6.87,7.08,6.41,7.25,7.11,7.05","47.59,46.56,42.84,47.04,46.51,41.41"
L1DS_Stalled_on_L2_Data_max,"50.31,50.9,52.79,51.19,50.4,50.77","116.74,107.16,111.84,114.87,127.55,92.43"
L1DS_Stalled_on_L2_Data_mean,"37.97,37.69,37.63,38.03,37.97,38.04","75.51,75.77,75.75,76.01,76.29,74.35"
L1DS_Stalled_on_L2_Req_min,"1.59,1.67,1.67,1.83,1.86,1.76","0.02,0.01,0.02,0.01,0.01,0.01"
L1DS_Stalled_on_L2_Req_max,"35.87,36.04,35.95,36.11,35.92,35.92","35.62,41.06,38.67,34.28,39.16,35.76"
L1DS_Stalled_on_L2_Req_mean,"26.43,26.42,25.85,26.26,26.16,26.22","12.73,12.63,12.72,12.21,12.53,13.16"
L1DA_Total_Req_avg,"144484.29,144484.91,140971.13,144486.14,144488.17,144489.47","1536.0,1536.0,1535.84,1536.0,1536.0,1536.0"
L1DA_Total_Req_min,"236.31,236.92,237.54,238.15,239.38,240.0","1535.99,1536.0,1532.11,1536.0,1535.98,1536.0"
L1DA_Total_Req_max,"1126596.92,1126597.54,1126598.15,1126598.77,1126600.0,1126600.62","1536.0,1536.06,1536.0,1536.0,1536.0,1536.14"
L1DA_Read_Req_avg,"0.0,0.0,0.0,0.0,0.4,0.74","1536.0,1536.0,1535.84,1536.0,1536.0,1536.0"
L1DA_Read_Req_min,"0.0,0.0,0.0,0.0,0.0,0.0","1535.97,1536.0,1532.11,1536.0,1535.96,1535.99"
L1DA_Read_Req_max,"0.0,0.0,0.0,0.0,68.92,128.0","1536.0,1536.03,1536.0,1536.0,1536.0,1536.07"
L1DA_Write_Req_avg,"144484.29,144484.91,140971.13,144486.14,144487.77,144488.73","0.0,0.0,0.0,0.0,0.0,0.0"
L1DA_Write_Req_min,"236.31,236.92,237.54,238.15,239.38,240.0","0.0,0.0,0.0,0.0,0.0,0.0"
L1DA_Write_Req_max,"1126596.92,1126597.54,1126598.15,1126598.77,1126600.0,1126600.62","0.02,0.03,0.0,0.0,0.02,0.07"
L1DA_Cache_BW_avg,"1177.16,1176.2,1191.01,1181.63,1192.89,1174.7","2424.01,2427.97,2438.51,2430.16,2438.65,2443.41"
L1DA_Cache_BW_min,"213.7,224.0,190.03,206.4,199.17,172.14","196.49,94.5,153.76,185.44,212.79,216.16"
L1DA_Cache_BW_max,"1425.12,1431.55,1420.62,1390.74,1435.98,1416.57","5277.44,5261.97,5275.3,5260.53,5255.42,5250.15"
L1DA_Cache_Accesses_avg,"36121.07,36121.23,35242.78,36121.53,36121.84,36122.0","384.0,384.0,383.96,384.0,384.0,384.0"
L1DA_Cache_Accesses_min,"59.08,59.23,59.38,59.54,59.85,60.0","383.99,384.0,383.03,384.0,383.99,383.99"
L1DA_Cache_Accesses_max,"281649.23,281649.38,281649.54,281649.69,281650.0,281650.15","384.0,384.0,384.0,384.0,384.0,384.0"
L1DA_Cache_Hits_avg,"0.0,0.0,0.0,-0.19,0.0,0.0","0.0,0.0,-0.0,0.0,0.0,-0.0"
L1DA_Cache_Hits_min,"0.0,0.0,0.0,-32.0,0.0,0.0","0.0,0.0,-0.0,0.0,0.0,-0.01"
L1DA_Cache_Hit_Rate_min,"0.0,0.0,0.0,-0.05,0.0,0.0","0.0,0.0,-0.0,0.0,0.0,-0.0"
L1DA_L1-L2_BW_avg,"2311748.69,2311758.54,2255538.03,2311790.14,2311797.92,2311807.77","24575.99,24576.0,24573.44,24576.0,24575.99,24576.0"
L1DA_L1-L2_BW_min,"2311748.69,2311758.54,2255538.03,2311790.14,2311797.92,2311807.77","24575.99,24576.0,24573.44,24576.0,24575.99,24576.0"
L1DA_L1-L2_BW_max,"2311748.69,2311758.54,2255538.03,2311790.14,2311797.92,2311807.77","24575.99,24576.0,24573.44,24576.0,24575.99,24576.0"
L1DA_L1-L2_Read_avg,"0.0,0.0,0.0,0.0,0.0,0.0","384.0,384.0,383.96,384.0,384.0,384.0"
L1DA_L1-L2_Read_min,"0.0,0.0,0.0,0.0,0.0,0.0","383.99,384.0,383.03,384.0,383.99,383.99"
L1DA_L1-L2_Read_max,"0.0,0.0,0.0,0.0,0.0,0.0","384.0,384.0,384.0,384.0,384.0,384.01"
L1DA_L1-L2_Write_avg,"36121.07,36121.23,35242.78,36121.72,36121.84,36122.0","0.0,0.0,0.0,0.0,0.0,0.0"
L1DA_L1-L2_Write_min,"59.08,59.23,59.38,59.54,59.85,60.0","0.0,0.0,0.0,0.0,0.0,0.0"
L1DA_L1-L2_Write_max,"281649.23,281649.38,281649.54,281649.69,281650.0,281650.15","0.0,0.0,0.0,0.0,0.0,0.0"
L1DA_L1_Access_Latency_avg,"870.39,871.03,872.8,872.33,871.49,874.55","1831.48,1853.11,1840.69,1860.93,1836.72,1869.59"
L1DA_L1_Access_Latency_min,"524.73,520.69,541.83,526.56,524.82,531.43","563.92,562.41,562.89,563.2,562.15,561.42"
L1DA_L1_Access_Latency_max,"986.94,989.84,993.35,978.74,985.72,996.35","3199.54,3185.45,3007.34,3118.18,3084.43,3125.23"
L1DA_L1-L2_Read_Latency_avg,"0.0,0.0,0.0,0.0,0.0,0.0","779.67,781.05,781.9,780.85,773.34,781.82"
L1DA_L1-L2_Read_Latency_min,"0.0,0.0,0.0,0.0,0.0,0.0","231.33,232.32,233.42,232.25,233.88,231.4"
L1DA_L1-L2_Read_Latency_max,"0.0,0.0,0.0,0.0,0.0,0.0","1235.64,1204.23,1191.66,1236.98,1179.67,1236.4"
L1DA_L1-L2_Write_Latency_avg,"359.67,359.22,360.1,359.79,359.52,359.83","0.0,0.0,0.0,0.0,0.0,0.0"
L1DA_L1-L2_Write_Latency_min,"274.43,271.75,286.92,275.32,273.94,277.83","0.0,0.0,0.0,0.0,0.0,0.0"
L1DA_L1-L2_Write_Latency_max,"409.22,386.01,400.11,388.94,393.85,397.36","0.0,0.0,0.0,0.0,0.0,0.0"
L1D2LT_RW_-_Read_avg,"0.0,0.0,0.19,0.0,0.0,0.0","384.0,384.0,383.99,384.0,384.0,384.0"
L1D2LT_RW_-_Read_min,"0.0,0.0,0.0,0.0,0.0,0.0","383.99,384.0,383.03,384.0,383.99,383.99"
L1D2LT_RW_-_Read_max,"0.0,0.0,32.0,0.0,0.0,0.0","384.0,384.0,384.59,384.0,384.0,384.0"
L1D2LT_RW_-_Write_avg,"36121.07,36121.23,35242.97,36121.53,36121.84,36122.0","0.0,0.0,0.03,0.0,0.0,0.0"
L1D2LT_RW_-_Write_min,"59.08,59.23,59.38,59.54,59.85,60.0","0.0,0.0,0.0,0.0,0.0,0.0"
L1D2LT_RW_-_Write_max,"281649.23,281649.38,281649.54,281649.69,281650.0,281650.15","0.0,0.0,0.59,0.0,0.0,0.0"
L1D2LT_NC_-_Write_avg,"0.0,0.0,0.28,0.0,0.0,0.0","0.0,0.0,0.02,0.0,0.0,0.0"
L1D2LT_NC_-_Write_max,"0.0,0.0,32.0,0.0,0.0,0.0","0.0,0.01,0.73,0.0,0.0,0.0"
L1DT_Req_min,"59.08,59.23,59.38,59.54,59.85,60.0","383.99,384.0,383.03,384.0,383.99,383.99"
L1DT_Req_max,"281649.23,281649.38,281649.54,281649.69,281650.0,281650.15","384.0,384.01,384.0,384.0,384.0,384.0"
L1DT_Req_mean,"36121.07,36121.23,35242.78,36121.53,36121.84,36122.0","384.0,384.0,383.96,384.0,384.0,384.0"
L1DT_Hit_Ratio_min,"95.35,95.36,95.37,95.38,95.4,95.42","96.78,96.78,96.77,96.78,96.77,96.78"
L1DT_Hit_Ratio_max,"98.31,98.31,98.3,98.31,98.31,98.3","100.0,100.0,100.0,100.0,100.0,100.0"
L1DT_Hit_Ratio_mean,"98.12,98.12,98.12,98.12,98.13,98.13","98.47,98.46,98.46,98.46,98.46,98.46"
L1DT_Hits_min,"56.33,56.48,56.63,56.79,57.1,57.25","371.62,371.62,370.96,371.65,371.6,371.65"
L1DT_Hits_max,"276868.3,276860.9,276872.11,276858.06,276863.88,276874.05","384.0,384.0,384.0,384.0,384.0,384.0"
L1DT_Hits_mean,"35505.95,35505.99,34642.37,35506.31,35506.81,35506.41","378.11,378.11,378.06,378.09,378.1,378.1"
L1DT_Misses_(Translation)_min,"0.25,0.25,0.25,0.25,0.25,0.25","0.0,0.0,0.0,0.0,0.0,0.0"
L1DT_Misses_(Translation)_max,"447.0,447.0,447.0,447.0,447.0,447.0","1.21,1.21,1.21,1.21,1.21,1.21"
L1DT_Misses_(Translation)_mean,"57.45,57.45,56.05,57.45,57.45,57.45","0.59,0.59,0.59,0.59,0.59,0.59"
L2CSoL_L2_Util,"70.97,70.9,70.99,70.83,71.07,71.08","99.91,99.91,99.76,99.88,99.91,99.91"
L2CSoL_Cache_Hit,"50.01,50.01,50.01,50.01,50.01,50.01","34.86,34.43,34.68,34.69,34.86,34.75"
L2CSoL_L2-EA_Rd_BW,"0.03,0.03,0.03,0.04,0.03,0.03","902.58,898.39,909.11,905.26,907.02,924.54"
L2CSoL_L2-EA_Wr_BW,"1052.68,1051.1,1060.08,1054.67,1061.95,1050.87","0.0,0.0,0.0,0.0,0.0,0.0"
L2FT_Read_BW_avg,"14.93,15.72,15.2,28.57,15.59,16.3","16406.5,16381.49,16375.55,16432.15,16315.59,16417.15"
L2FT_Read_BW_min,"0.31,0.31,0.31,0.31,0.31,0.31","0.49,0.49,0.49,0.49,0.49,0.49"
L2FT_Read_BW_max,"104.62,156.0,121.85,2298.46,132.0,139.69","24576.02,24576.02,24576.28,24576.02,24576.01,24576.01"
L2FT_Write_BW_avg,"2301396.25,2301408.4,2245479.42,2301426.05,2301442.97,2301686.15","0.0,0.0,0.0,0.0,0.0,0.0"
L2FT_Write_BW_max,"18005385.85,18005395.69,18005405.54,18005415.38,18005435.08,18005444.92","0.0,0.24,0.0,0.1,0.0,0.0"
L2FT_Read_(Uncached_32B)_avg,"0.45,0.48,0.46,0.47,0.47,0.5","0.0,0.0,0.0,0.0,0.0,0.0"
L2FT_Read_(Uncached_32B)_max,"3.26,4.83,3.8,5.73,4.08,4.36","0.0,0.0,0.0,0.0,0.0,0.0"
L2FT_Read_(64B)_avg,"0.23,0.25,0.24,0.45,0.24,0.25","256.35,255.96,255.87,256.75,254.93,256.52"
L2FT_Read_(64B)_min,"0.0,0.0,0.0,0.0,0.0,0.0","0.01,0.01,0.01,0.01,0.01,0.01"
L2FT_Read_(64B)_max,"1.63,2.44,1.9,35.91,2.06,2.18","384.0,384.0,384.0,384.0,384.0,384.0"
L2FT_HBM_Read_avg,"0.25,0.25,0.44,0.25,0.25,0.24","257.38,257.69,255.05,255.78,256.8,255.23"
L2FT_HBM_Read_min,"0.0,0.0,0.0,0.0,0.0,0.0","0.01,0.01,0.01,0.01,0.01,0.01"
L2FT_HBM_Read_max,"2.4,3.07,35.61,2.19,3.02,2.93","384.0,384.0,384.6,384.0,384.0,384.0"
L2FT_Write_(64B)_avg,"35959.32,35959.51,35085.62,35959.78,35960.05,35963.85","0.0,0.0,0.0,0.0,0.0,0.0"
L2FT_Write_(64B)_max,"281334.15,281334.31,281334.46,281334.62,281334.92,281335.08","0.0,0.0,0.0,0.0,0.0,0.0"
L2FT_HBM_Write_avg,"35962.99,35961.31,35072.62,35963.43,35963.7,35962.04","0.0,0.0,0.03,0.0,0.0,0.0"
L2FT_HBM_Write_max,"281334.15,281334.31,281334.46,281334.62,281334.92,281335.08","0.0,0.0,0.6,0.0,0.0,0.0"
L2FT_Read_Latency_avg,"1142.69,1170.24,1360.16,1149.49,1144.37,1131.09","437.42,463.6,554.99,430.14,449.32,427.59"
L2FT_Read_Latency_min,"283.09,384.3,158.11,13.92,296.45,296.55","67.88,207.93,232.33,28.18,213.97,174.12"
L2FT_Read_Latency_max,"3007.42,3615.11,35132.31,3748.1,3360.57,3450.47","651.43,1280.5,5257.21,622.83,939.69,624.2"
L2FT_Write_Latency_avg,"405.05,395.07,395.77,393.16,393.78,391.5","0.0,0.0,0.0,0.0,0.0,0.0"
L2FT_Write_Latency_min,"86.07,55.23,0.0,81.67,67.66,94.26","0.0,0.0,0.0,0.0,0.0,0.0"
L2FT_Write_Latency_max,"1366.25,679.53,696.52,722.47,700.34,688.9","0.0,0.0,0.0,0.0,0.0,0.0"
L2FT_Read_Stall_avg,"0.0,0.0,0.0,0.0,0.0,0.0","2.13,2.1,2.2,2.21,2.03,2.0"
L2FT_Read_Stall_max,"0.0,0.0,0.0,0.0,0.0,0.0","5.65,6.17,8.41,8.03,5.48,5.53"
L2FT_Write_Stall_avg,"11.9,11.94,11.56,11.6,11.28,11.04","0.0,0.0,0.0,0.0,0.0,0.0"
L2FT_Write_Stall_max,"45.61,41.39,43.84,41.13,44.96,43.33","0.0,0.0,0.0,0.0,0.0,0.07"
L2CA_Req_avg,"36121.5,36121.66,35243.21,36121.97,36122.55,36122.94","195.5,195.51,195.47,195.5,195.46,195.51"
L2CA_Req_min,"59.72,59.85,60.02,60.13,60.46,60.62","192.21,192.2,192.2,192.2,192.2,192.2"
L2CA_Req_max,"281651.64,281651.73,281651.87,281651.98,281652.29,281652.48","197.97,198.03,197.97,197.98,197.96,197.98"
L2CA_Streaming_Req_avg,"0.0,0.0,0.0,0.0,0.15,0.28","0.0,0.0,0.0,0.0,0.0,0.0"
L2CA_Streaming_Req_max,"0.0,0.0,0.0,0.0,25.85,48.0","0.01,0.01,0.0,0.0,0.01,0.03"
L2CA_Read_Req_avg,"0.44,0.44,0.43,0.43,0.43,0.43","195.49,195.56,195.49,195.43,195.45,195.46"
L2CA_Read_Req_min,"0.14,0.15,0.14,0.14,0.14,0.15","192.2,192.2,192.2,192.21,192.19,192.2"
L2CA_Read_Req_max,"2.94,3.72,2.47,3.26,3.88,2.72","198.01,197.94,198.03,197.91,198.1,197.94"
L2CA_Write_Req_avg,"36121.07,36121.23,35242.78,36121.53,36121.84,36122.0","0.0,0.0,0.0,0.0,0.0,0.0"
L2CA_Write_Req_min,"59.08,59.23,59.38,59.54,59.85,60.0","0.0,0.0,0.0,0.0,0.0,0.0"
L2CA_Write_Req_max,"281649.23,281649.38,281649.54,281649.69,281650.0,281650.15","0.0,0.0,0.0,0.0,0.0,0.0"
L2CA_Probe_Req_avg,"31.77,30.83,41.94,33.91,34.37,31.73","2.96,2.94,3.49,2.97,3.03,2.95"
L2CA_Probe_Req_max,"368.66,376.36,400.23,406.98,405.0,362.12","12.03,12.04,12.06,10.94,12.04,12.1"
L2CA_Hits_avg,"18060.72,18060.8,17621.57,18060.95,18061.26,18061.48","67.29,66.47,66.95,66.97,67.29,67.08"
L2CA_Hits_min,"30.17,30.23,30.32,30.36,30.53,30.62","3.92,3.91,4.05,4.04,3.98,3.97"
L2CA_Hits_max,"140825.37,140825.47,140825.5,140825.6,140825.78,140825.81","192.39,192.39,192.39,192.41,192.39,192.4"
L2CA_Misses_avg,"18060.78,18060.85,17621.63,18061.02,18061.29,18061.46","128.21,129.05,128.52,128.53,128.17,128.42"
L2CA_Misses_min,"29.54,29.62,29.7,29.77,29.93,30.0","0.0,0.0,0.0,0.0,0.0,0.0"
L2CA_Misses_max,"140826.27,140826.33,140826.49,140826.48,140826.64,140826.71","192.0,192.0,192.0,192.0,192.0,192.02"
L2CA_Cache_Hit_avg,"50.01,50.01,50.01,50.01,50.01,50.01","34.86,34.43,34.68,34.69,34.86,34.75"
L2CA_Cache_Hit_min,"50.0,50.0,50.0,50.0,50.0,50.0","2.0,2.0,2.06,2.06,2.03,2.02"
L2CA_Cache_Hit_max,"50.57,50.59,50.57,50.61,50.59,50.59","100.0,100.0,100.0,100.0,100.0,100.0"
L2CA_Writeback_avg,"17980.57,17979.73,17541.42,17979.89,17980.94,17981.02","0.0,0.0,0.0,0.0,0.0,0.0"
L2CA_Writeback_max,"140667.08,140667.16,140667.24,140667.31,140825.0,140667.54","0.0,0.0,0.0,0.0,0.0,0.0"
L2CA_NC_Req_avg,"0.15,0.15,0.37,0.66,0.15,0.15","0.0,0.0,0.0,0.0,0.0,0.0"
L2CA_NC_Req_min,"0.14,0.13,0.07,0.13,0.14,0.13","0.0,0.0,0.0,0.0,0.0,0.0"
L2CA_NC_Req_max,"0.17,0.17,38.0,86.75,0.17,0.17","0.0,0.0,0.0,0.0,0.0,0.0"
L2CA_UC_Req_avg,"0.22,0.25,0.24,0.25,0.23,0.23","0.0,0.0,0.0,0.0,0.0,0.0"
L2CA_UC_Req_max,"1.64,3.02,1.84,3.0,2.89,1.66","0.0,0.0,0.0,0.0,0.0,0.0"
L2CA_RW_Req_avg,"36121.12,36121.27,35243.11,36121.57,36121.88,36122.04","195.45,195.52,195.5,195.48,195.51,195.5"
L2CA_RW_Req_min,"59.56,59.69,59.79,60.04,60.35,60.42","192.2,192.2,192.19,192.21,192.2,192.21"
L2CA_RW_Req_max,"281649.9,281650.0,281650.15,281650.31,281650.6,281650.77","197.92,197.9,198.04,197.96,197.94,197.94"
L2CA_Writeback_(Normal)_avg,"17980.57,17981.57,17542.79,17980.79,17978.19,17978.52","0.0,0.0,0.0,0.0,0.0,0.0"
L2CA_Writeback_(Normal)_max,"140667.08,140667.15,140667.23,140667.31,140825.0,140667.54","0.01,0.0,0.0,0.0,0.0,0.0"
L2CA_Writeback_(TC_Req)_avg,"0.0,0.0,0.0,0.0,0.0,3.52","0.0,0.0,0.0,0.0,0.0,0.0"
L2CA_Writeback_(TC_Req)_max,"0.0,0.0,0.0,0.0,0.0,605.34","0.0,0.0,0.0,0.0,0.0,0.0"
L2CA_Evict_(Normal)_avg,"17903.85,17905.74,17467.42,17904.06,17898.8,17900.46","128.09,128.33,128.47,128.62,128.33,128.29"
L2CA_Evict_(Normal)_max,"140509.56,140509.63,140509.71,140509.79,140821.14,140510.02","191.96,191.96,191.96,191.96,191.96,191.96"
L2FIS_Read_-_Remote_Socket_Stall_avg,"0.0,0.0,0.12,0.0,0.0,0.0","0.0,0.0,1.25,0.0,0.0,0.0"
L2FIS_Read_-_Remote_Socket_Stall_max,"0.0,0.0,17.6,0.0,0.0,0.0","0.0,0.0,53.86,0.0,0.0,0.0"
L2FIS_Read_-_HBM_Stall_avg,"0.0,0.0,0.0,0.0,0.0,0.0","22.31,21.54,21.5,22.29,21.13,20.94"
L2FIS_Read_-_HBM_Stall_max,"0.0,0.0,0.0,0.0,0.0,0.0","52.74,54.11,52.5,53.86,53.86,54.41"
L2FIS_Write_-_Remote_Socket_Stall_avg,"0.0,0.0,0.0,0.0,0.0,0.0","0.0,0.0,0.0,0.0,0.0,0.01"
L2FIS_Write_-_Remote_Socket_Stall_max,"0.0,0.0,0.0,0.0,0.0,0.0","0.0,0.0,0.0,0.0,0.0,0.76"
L2FIS_Write_-_HBM_Stall_avg,"7202.0,7144.63,7195.82,7060.68,7192.0,7116.45","0.0,0.0,0.0,0.0,0.0,0.0"
L2FIS_Write_-_HBM_Stall_max,"53799.32,53458.4,56104.96,50501.26,53736.19,53494.13","0.0,0.0,0.0,0.0,0.0,0.0"
ASA3c_L2_Cache_Hit_Rate_min,"50.0,50.0,50.0,50.0,50.0,50.0","2.03,2.0,2.1,2.02,2.04,2.0"
ASA3c_L2_Cache_Hit_Rate_max,"50.57,50.59,50.56,50.6,50.59,50.59","100.0,100.0,100.0,100.0,100.0,100.0"
ASA3c_L2_Cache_Hit_Rate_mean,"50.01,50.01,50.02,50.01,50.01,50.01","34.83,34.98,34.73,34.58,34.63,34.94"
ASA3c_L2_Cache_Hit_Rate_std,"0.06,0.06,0.06,0.06,0.06,0.06","41.51,41.41,41.49,41.64,41.56,41.4"
ASA3c_Req_min,"1.87,1.87,1.88,1.88,1.89,1.89","6.01,6.01,6.01,6.01,6.01,6.01"
ASA3c_Req_max,"8801.61,8801.66,8809.89,8801.62,8801.63,8801.64","6.19,6.19,6.19,6.19,6.18,6.19"
ASA3c_Req_mean,"1128.8,1128.8,1101.47,1128.81,1128.82,1128.83","6.11,6.11,6.11,6.11,6.11,6.11"
ASA3c_Req_std,"1985.8,1985.8,1927.75,1985.8,1985.8,1985.8","0.07,0.07,0.07,0.07,0.07,0.07"
ASA3c_L1_-_L2_Read_Req_min,"0.0,0.0,0.0,0.0,0.0,0.0","6.01,6.01,6.01,6.01,6.01,6.01"
ASA3c_L1_-_L2_Read_Req_max,"0.08,0.12,3.75,0.07,0.07,0.1","6.19,6.19,6.19,6.19,6.18,6.19"
ASA3c_L1_-_L2_Read_Req_mean,"0.01,0.01,0.07,0.01,0.01,0.01","6.11,6.11,6.11,6.11,6.11,6.11"
ASA3c_L1_-_L2_Read_Req_std,"0.02,0.02,0.36,0.01,0.01,0.02","0.07,0.07,0.07,0.07,0.07,0.07"
ASA3c_L1_-_L2_Write_Req_min,"1.85,1.85,1.86,1.86,1.87,1.88","0.0,0.0,0.0,0.0,0.0,0.0"
ASA3c_L1_-_L2_Write_Req_max,"8801.54,8801.54,8801.55,8801.55,8801.56,8801.57","0.0,0.0,0.0,0.0,0.0,0.0"
ASA3c_L1_-_L2_Write_Req_mean,"1128.78,1128.79,1101.34,1128.81,1128.82,1128.81","0.0,0.0,0.0,0.0,0.0,0.0"
ASA3c_L1_-_L2_Write_Req_std,"1985.78,1985.78,1927.42,1985.8,1985.8,1985.78","0.0,0.0,0.0,0.0,0.0,0.0"
ASA3c_L2_-_EA_Read_Req_max,"0.07,0.05,0.09,0.06,0.08,0.07","12.0,12.0,12.02,12.0,12.0,12.0"
ASA3c_L2_-_EA_Read_Req_mean,"0.01,0.01,0.01,0.01,0.01,0.01","8.0,8.02,7.98,8.0,8.04,8.03"
ASA3c_L2_-_EA_Read_Req_std,"0.01,0.01,0.01,0.01,0.01,0.01","5.1,5.12,5.08,5.11,5.13,5.13"
ASA3c_L2_-_EA_Write_Req_max,"8791.69,8801.54,8801.55,8801.55,8791.72,8801.57","0.0,0.0,0.02,0.0,0.0,0.0"
ASA3c_L2_-_EA_Write_Req_mean,"1123.54,1123.8,1094.53,1123.63,1123.67,1123.57","0.0,0.0,0.0,0.0,0.0,0.0"
ASA3c_L2_-_EA_Write_Req_std,"1984.98,1985.31,1928.05,1984.9,1984.93,1985.24","0.0,0.0,0.01,0.0,0.0,0.0"
ASA3c_L2_-_EA_Read_Lat_min,"293.4,249.25,159.73,306.0,318.3,176.0","60.21,224.41,111.82,218.11,54.41,102.42"
ASA3c_L2_-_EA_Read_Lat_max,"3051.01,244395.08,4547.5,4140.54,3549.1,3778.0","615.87,638.04,6049.51,1324.78,617.1,1627.51"
ASA3c_L2_-_EA_Read_Lat_mean,"1099.81,2528.69,1178.12,1183.26,1146.26,1162.76","434.41,444.73,547.24,462.04,427.69,451.06"
ASA3c_L2_-_EA_Read_Lat_std,"508.96,18557.67,715.54,585.51,495.03,573.92","133.69,125.61,648.33,152.6,140.88,179.8"
ASA3c_L2_-_EA_Write_Lat_min,"92.11,0.0,72.62,4.14,16.21,0.0","0.0,0.0,0.0,0.0,0.0,0.0"
ASA3c_L2_-_EA_Write_Lat_max,"13352.04,690.13,7795.95,659.34,3043.96,5799.95","0.0,0.0,0.0,0.0,0.0,0.0"
ASA3c_L2_-_EA_Write_Lat_mean,"519.45,381.48,610.56,393.53,387.17,443.48","0.0,0.0,0.0,0.0,0.0,0.0"
ASA3c_L2_-_EA_Write_Lat_std,"1071.5,126.47,893.61,121.76,249.13,487.92","0.0,0.0,0.0,0.0,0.0,0.0"
ASA3c_L2_-_EA_Read_Stall_(IO)_max,"0.0,2.27,22.49,0.0,0.0,0.0","0.0,0.0,0.1,0.04,0.0,0.0"
ASA3c_L2_-_EA_Read_Stall_(IO)_mean,"0.0,0.01,0.13,0.0,0.0,0.0","0.0,0.0,0.0,0.0,0.0,0.0"
ASA3c_L2_-_EA_Read_Stall_(IO)_std,"0.0,0.17,1.72,0.0,0.0,0.0","0.0,0.0,0.01,0.0,0.0,0.0"
ASA3c_L2_-_EA_Read_Stall_(DRAM)_max,"0.0,0.0,0.0,0.0,0.0,0.0","1.68,1.65,1.63,1.65,1.65,1.66"
